year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,3,DL,Delta Air Lines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",252.00,38.00,19.40,0.00,10.91,0.00,7.68,0.00,0.00,1501.00,1045.00,0.00,255.00,0.00,201.00
2024,3,DL,Delta Air Lines Network,BIL,"Billings, MT: Billings Logan International",62.00,13.00,9.32,0.00,0.68,0.00,3.00,1.00,0.00,617.00,260.00,0.00,23.00,0.00,334.00
2024,3,DL,Delta Air Lines Network,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",45.00,6.00,2.33,0.00,1.00,0.00,2.67,1.00,0.00,241.00,86.00,0.00,29.00,0.00,126.00
2024,3,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",712.00,91.00,47.25,2.05,23.44,0.00,18.26,1.00,0.00,4596.00,2517.00,183.00,840.00,0.00,1056.00
2024,3,DL,Delta Air Lines Network,BOI,"Boise, ID: Boise Air Terminal",217.00,31.00,15.79,1.10,8.86,0.00,5.26,1.00,0.00,1461.00,759.00,143.00,256.00,0.00,303.00
2024,3,DL,Delta Air Lines Network,BOS,"Boston, MA: Logan International",2103.00,386.00,128.55,5.78,129.15,0.00,122.51,1.00,1.00,28711.00,13159.00,893.00,6550.00,0.00,8109.00
2024,3,DL,Delta Air Lines Network,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",86.00,9.00,6.96,0.00,0.21,0.00,1.83,0.00,0.00,407.00,328.00,0.00,8.00,0.00,71.00
2024,3,DL,Delta Air Lines Network,BTV,"Burlington, VT: Burlington International",31.00,2.00,0.61,0.00,1.39,0.00,0.00,0.00,0.00,40.00,11.00,0.00,29.00,0.00,0.00
2024,3,DL,Delta Air Lines Network,BUF,"Buffalo, NY: Buffalo Niagara International",198.00,34.00,17.14,1.00,8.91,0.00,6.94,0.00,1.00,1970.00,1256.00,81.00,287.00,0.00,346.00
2024,3,DL,Delta Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",417.00,64.00,39.22,1.55,10.96,0.00,12.27,1.00,0.00,3707.00,2402.00,125.00,427.00,0.00,753.00
2024,3,DL,Delta Air Lines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",127.00,20.00,9.87,0.24,5.60,0.00,4.30,0.00,1.00,1407.00,1052.00,13.00,179.00,0.00,163.00
2024,3,DL,Delta Air Lines Network,CAE,"Columbia, SC: Columbia Metropolitan",124.00,15.00,6.88,0.00,2.25,0.00,5.87,0.00,0.00,710.00,343.00,0.00,87.00,0.00,280.00
2024,3,DL,Delta Air Lines Network,CHA,"Chattanooga, TN: Lovell Field",143.00,19.00,16.26,0.95,1.31,0.00,0.49,0.00,0.00,1017.00,905.00,38.00,64.00,0.00,10.00
2024,3,DL,Delta Air Lines Network,CHO,"Charlottesville, VA: Charlottesville Albemarle",22.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,23.00,0.00,0.00
2024,3,DL,Delta Air Lines Network,CHS,"Charleston, SC: Charleston AFB/International",258.00,37.00,21.72,1.00,4.98,0.00,9.30,0.00,0.00,1514.00,756.00,22.00,177.00,0.00,559.00
2024,3,DL,Delta Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",31.00,5.00,3.60,0.00,1.40,0.00,0.00,0.00,0.00,251.00,199.00,0.00,52.00,0.00,0.00
2024,3,DL,Delta Air Lines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",220.00,51.00,32.95,0.83,8.43,0.00,8.79,1.00,0.00,2291.00,1465.00,95.00,318.00,0.00,413.00
2024,3,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",498.00,55.00,31.80,0.00,13.25,0.00,9.95,1.00,1.00,3822.00,2564.00,0.00,377.00,0.00,881.00
2024,3,DL,Delta Air Lines Network,CMH,"Columbus, OH: John Glenn Columbus International",210.00,21.00,11.48,0.00,5.60,0.00,3.92,1.00,0.00,665.00,393.00,0.00,175.00,0.00,97.00
2024,3,DL,Delta Air Lines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",31.00,8.00,3.93,0.00,2.81,0.00,1.26,0.00,0.00,322.00,172.00,0.00,113.00,0.00,37.00
2024,3,DL,Delta Air Lines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",563.00,112.00,39.23,1.77,31.85,0.00,39.15,0.00,0.00,5638.00,1813.00,122.00,1233.00,0.00,2470.00
2024,3,DL,Delta Air Lines Network,DAB,"Daytona Beach, FL: Daytona Beach International",124.00,13.00,3.12,0.00,5.49,0.00,4.39,0.00,0.00,985.00,139.00,0.00,624.00,0.00,222.00
2024,3,DL,Delta Air Lines Network,DAL,"Dallas, TX: Dallas Love Field",176.00,31.00,14.39,0.00,7.90,0.00,8.72,0.00,0.00,1768.00,726.00,0.00,328.00,0.00,714.00
2024,3,DL,Delta Air Lines Network,DAY,"Dayton, OH: James M Cox/Dayton International",84.00,8.00,7.30,0.00,0.03,0.00,0.67,0.00,0.00,538.00,510.00,0.00,5.00,0.00,23.00
2024,3,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",761.00,136.00,75.14,1.17,28.12,0.00,31.57,2.00,0.00,7038.00,3717.00,457.00,872.00,0.00,1992.00
2024,3,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1078.00,141.00,61.79,6.40,39.42,0.00,33.39,2.00,0.00,9340.00,3971.00,2114.00,1498.00,0.00,1757.00
2024,3,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1002.00,192.00,74.39,1.55,71.84,0.00,44.22,1.00,9.00,11630.00,5320.00,55.00,3316.00,0.00,2939.00
2024,3,DL,Delta Air Lines Network,DSM,"Des Moines, IA: Des Moines International",93.00,8.00,5.10,0.00,2.00,0.00,0.90,0.00,0.00,650.00,583.00,0.00,40.00,0.00,27.00
2024,3,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",4868.00,739.00,255.88,11.41,193.86,3.00,274.85,1.00,0.00,56585.00,26047.00,712.00,7007.00,131.00,22688.00
2024,3,DL,Delta Air Lines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",184.00,30.00,11.33,1.71,9.94,0.00,7.03,0.00,1.00,1115.00,416.00,69.00,313.00,0.00,317.00
2024,3,DL,Delta Air Lines Network,EGE,"Eagle, CO: Eagle County Regional",52.00,7.00,5.96,0.00,0.04,0.00,1.00,0.00,0.00,319.00,287.00,0.00,1.00,0.00,31.00
2024,3,DL,Delta Air Lines Network,ELP,"El Paso, TX: El Paso International",62.00,12.00,7.52,0.00,3.54,0.00,0.94,0.00,0.00,638.00,492.00,0.00,112.00,0.00,34.00
2024,3,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",528.00,85.00,41.21,0.40,32.41,0.00,10.98,1.00,0.00,5338.00,3032.00,25.00,1628.00,0.00,653.00
2024,3,DL,Delta Air Lines Network,EYW,"Key West, FL: Key West International",96.00,22.00,6.63,1.00,11.01,0.00,3.35,2.00,0.00,1304.00,678.00,43.00,477.00,0.00,106.00
2024,3,DL,Delta Air Lines Network,FAI,"Fairbanks, AK: Fairbanks International",31.00,8.00,1.93,1.39,2.80,0.00,1.88,0.00,0.00,488.00,127.00,72.00,152.00,0.00,137.00
2024,3,DL,Delta Air Lines Network,FAR,"Fargo, ND: Hector International",54.00,10.00,8.66,0.00,1.19,0.00,0.15,1.00,0.00,447.00,400.00,0.00,41.00,0.00,6.00
2024,3,DL,Delta Air Lines Network,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31.00,3.00,2.47,0.00,0.00,0.00,0.53,0.00,0.00,147.00,129.00,0.00,0.00,0.00,18.00
2024,3,DL,Delta Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",62.00,8.00,4.03,0.00,1.50,0.00,2.47,1.00,0.00,354.00,233.00,0.00,47.00,0.00,74.00
2024,3,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1149.00,302.00,108.25,0.42,115.67,0.00,77.66,0.00,5.00,20668.00,7460.00,25.00,7732.00,0.00,5451.00
2024,3,DL,Delta Air Lines Network,FSD,"Sioux Falls, SD: Joe Foss Field",54.00,12.00,6.32,0.00,4.01,0.00,1.67,0.00,1.00,440.00,283.00,0.00,104.00,0.00,53.00
2024,3,DL,Delta Air Lines Network,GEG,"Spokane, WA: Spokane International",237.00,33.00,20.42,1.23,5.79,0.00,5.56,1.00,0.00,1872.00,1265.00,80.00,235.00,0.00,292.00
2024,3,DL,Delta Air Lines Network,GNV,"Gainesville, FL: Gainesville Regional",109.00,17.00,11.53,0.00,1.17,0.00,4.30,0.00,0.00,866.00,640.00,0.00,46.00,0.00,180.00
2024,3,DL,Delta Air Lines Network,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",93.00,6.00,4.05,0.00,0.45,0.00,1.50,0.00,1.00,300.00,232.00,0.00,17.00,0.00,51.00
2024,3,DL,Delta Air Lines Network,GRB,"Green Bay, WI: Green Bay Austin Straubel International",31.00,9.00,4.90,0.00,2.10,0.00,2.00,0.00,0.00,236.00,132.00,0.00,48.00,0.00,56.00
2024,3,DL,Delta Air Lines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",262.00,44.00,30.02,0.13,4.63,0.00,9.22,0.00,0.00,2402.00,1903.00,20.00,134.00,0.00,345.00
2024,3,DL,Delta Air Lines Network,GSO,"Greensboro/High Point, NC: Piedmont Triad International",188.00,22.00,10.35,1.00,3.55,0.00,7.10,0.00,0.00,946.00,510.00,115.00,82.00,0.00,239.00
2024,3,DL,Delta Air Lines Network,GSP,"Greer, SC: Greenville-Spartanburg International",207.00,29.00,14.29,0.00,7.41,0.00,7.30,0.00,0.00,1034.00,571.00,0.00,200.00,0.00,263.00
2024,3,DL,Delta Air Lines Network,HDN,"Hayden, CO: Yampa Valley",36.00,4.00,2.00,0.00,1.00,0.00,1.00,0.00,0.00,126.00,58.00,0.00,33.00,0.00,35.00
2024,3,DL,Delta Air Lines Network,HNL,"Honolulu, HI: Daniel K Inouye International",310.00,45.00,24.71,1.48,16.31,0.00,2.50,0.00,0.00,4671.00,3852.00,140.00,473.00,0.00,206.00
2024,3,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",119.00,20.00,10.46,0.58,6.37,0.00,2.60,0.00,0.00,803.00,476.00,23.00,162.00,0.00,142.00
2024,3,DL,Delta Air Lines Network,HPN,"White Plains, NY: Westchester County",124.00,24.00,8.29,0.00,5.39,0.00,10.33,0.00,0.00,1574.00,616.00,0.00,292.00,0.00,666.00
2024,3,DL,Delta Air Lines Network,HRL,"Harlingen/San Benito, TX: Valley International",31.00,6.00,1.59,0.00,1.84,0.00,2.57,0.00,0.00,394.00,156.00,0.00,76.00,0.00,162.00
2024,3,DL,Delta Air Lines Network,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",199.00,21.00,14.45,0.32,1.38,0.00,4.85,0.00,1.00,894.00,488.00,9.00,43.00,0.00,354.00
2024,3,DL,Delta Air Lines Network,IAD,"Washington, DC: Washington Dulles International",242.00,45.00,23.09,0.00,9.17,0.00,12.73,0.00,0.00,2779.00,1567.00,0.00,494.00,0.00,718.00
2024,3,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",691.00,130.00,51.10,1.34,53.47,0.00,24.10,1.00,4.00,6368.00,2820.00,91.00,1800.00,0.00,1657.00
2024,3,DL,Delta Air Lines Network,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",72.00,11.00,4.85,0.00,3.85,0.00,2.30,0.00,0.00,524.00,290.00,0.00,141.00,0.00,93.00
2024,3,DL,Delta Air Lines Network,ILM,"Wilmington, NC: Wilmington International",55.00,8.00,4.93,0.00,0.69,0.00,2.38,0.00,0.00,505.00,256.00,0.00,43.00,0.00,206.00
2024,3,DL,Delta Air Lines Network,IND,"Indianapolis, IN: Indianapolis International",344.00,54.00,33.12,0.00,13.92,0.00,6.96,1.00,0.00,2148.00,1381.00,0.00,337.00,0.00,430.00
2024,3,DL,Delta Air Lines Network,JAC,"Jackson, WY: Jackson Hole",129.00,18.00,7.29,3.59,2.63,0.00,4.49,2.00,4.00,2517.00,519.00,1632.00,189.00,0.00,177.00
2024,3,DL,Delta Air Lines Network,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",176.00,28.00,14.41,2.87,4.12,0.00,6.61,0.00,1.00,1981.00,1196.00,207.00,166.00,0.00,412.00
2024,3,DL,Delta Air Lines Network,JAX,"Jacksonville, FL: Jacksonville International",499.00,108.00,53.20,0.00,24.00,0.00,30.80,0.00,0.00,5081.00,2643.00,0.00,869.00,0.00,1569.00
2024,3,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2500.00,475.00,164.64,17.07,190.81,1.00,101.48,2.00,12.00,29728.00,12409.00,1435.00,8244.00,53.00,7587.00
2024,3,DL,Delta Air Lines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62.00,4.00,3.56,0.00,0.44,0.00,0.00,0.00,0.00,178.00,170.00,0.00,8.00,0.00,0.00
2024,3,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1349.00,257.00,79.85,2.98,120.23,0.00,53.94,1.00,5.00,16192.00,5957.00,148.00,6518.00,0.00,3569.00
2024,3,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2966.00,464.00,140.42,7.60,159.18,1.00,155.80,3.00,5.00,26401.00,11119.00,402.00,5469.00,57.00,9354.00
2024,3,DL,Delta Air Lines Network,LEX,"Lexington, KY: Blue Grass",106.00,9.00,4.75,1.00,1.77,0.00,1.49,1.00,1.00,461.00,299.00,28.00,90.00,0.00,44.00
2024,3,DL,Delta Air Lines Network,LGA,"New York, NY: LaGuardia",2162.00,366.00,112.24,7.29,139.78,0.00,106.69,3.00,4.00,23652.00,7919.00,674.00,5682.00,0.00,9377.00
2024,3,DL,Delta Air Lines Network,LGB,"Long Beach, CA: Long Beach Airport",26.00,2.00,0.95,0.00,1.05,0.00,0.00,0.00,0.00,168.00,138.00,0.00,30.00,0.00,0.00
2024,3,DL,Delta Air Lines Network,LIH,"Lihue, HI: Lihue Airport",62.00,2.00,0.51,0.00,0.07,0.00,1.42,0.00,0.00,82.00,24.00,0.00,3.00,0.00,55.00
2024,3,DL,Delta Air Lines Network,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",170.00,18.00,13.01,0.00,3.75,0.00,1.24,0.00,1.00,690.00,525.00,0.00,142.00,0.00,23.00
2024,3,DL,Delta Air Lines Network,MCI,"Kansas City, MO: Kansas City International",515.00,65.00,32.71,1.35,17.12,0.00,13.82,1.00,2.00,3219.00,1907.00,87.00,566.00,0.00,659.00
2024,3,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1978.00,519.00,180.83,9.34,222.88,0.00,105.94,4.00,3.00,34856.00,12774.00,505.00,13879.00,0.00,7698.00
2024,3,DL,Delta Air Lines Network,MDT,"Harrisburg, PA: Harrisburg International",45.00,5.00,2.82,0.00,0.00,0.00,2.18,0.00,0.00,131.00,66.00,0.00,0.00,0.00,65.00
2024,3,DL,Delta Air Lines Network,MDW,"Chicago, IL: Chicago Midway International",111.00,10.00,5.19,0.00,2.81,0.00,2.00,0.00,0.00,380.00,255.00,0.00,68.00,0.00,57.00
2024,3,DL,Delta Air Lines Network,MEM,"Memphis, TN: Memphis International",364.00,60.00,35.24,0.00,11.95,0.00,12.81,1.00,1.00,3800.00,2947.00,0.00,296.00,0.00,557.00
2024,3,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",1036.00,308.00,99.99,1.80,150.17,0.00,56.04,4.00,5.00,23642.00,8333.00,234.00,11498.00,0.00,3577.00
2024,3,DL,Delta Air Lines Network,MKE,"Milwaukee, WI: General Mitchell International",338.00,63.00,32.16,1.02,12.32,0.00,17.51,1.00,0.00,3439.00,1684.00,180.00,384.00,0.00,1191.00
2024,3,DL,Delta Air Lines Network,MLB,"Melbourne, FL: Melbourne Orlando International",122.00,29.00,12.92,0.00,10.39,0.00,5.69,0.00,0.00,1653.00,632.00,0.00,721.00,0.00,300.00
2024,3,DL,Delta Air Lines Network,MOB,"Mobile, AL: Mobile Regional",31.00,8.00,2.99,0.00,2.55,0.00,2.45,0.00,0.00,325.00,129.00,0.00,111.00,0.00,85.00
2024,3,DL,Delta Air Lines Network,MSN,"Madison, WI: Dane County Regional-Truax Field",157.00,17.00,9.23,1.00,1.16,0.00,5.60,1.00,0.00,751.00,453.00,61.00,56.00,0.00,181.00
2024,3,DL,Delta Air Lines Network,MSO,"Missoula, MT: Missoula Montana",54.00,10.00,7.27,0.00,1.73,0.00,1.00,0.00,0.00,415.00,330.00,0.00,42.00,0.00,43.00
2024,3,DL,Delta Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5408.00,723.00,240.28,18.67,181.85,0.00,282.20,35.00,9.00,64098.00,30332.00,1996.00,8907.00,0.00,22863.00
2024,3,DL,Delta Air Lines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",638.00,127.00,61.04,3.08,36.69,0.00,26.19,0.00,1.00,7302.00,4892.00,130.00,1176.00,0.00,1104.00
2024,3,DL,Delta Air Lines Network,MTJ,"Montrose/Delta, CO: Montrose Regional",31.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,93.00,70.00,0.00,23.00,0.00,0.00
2024,3,DL,Delta Air Lines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",151.00,20.00,11.21,0.00,6.36,0.00,2.44,0.00,0.00,602.00,409.00,0.00,142.00,0.00,51.00
2024,3,DL,Delta Air Lines Network,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",31.00,4.00,3.40,0.00,0.40,0.00,0.20,0.00,0.00,342.00,333.00,0.00,6.00,0.00,3.00
2024,3,DL,Delta Air Lines Network,OAK,"Oakland, CA: Metro Oakland International",40.00,4.00,2.64,0.00,0.00,0.00,1.36,0.00,0.00,247.00,163.00,0.00,0.00,0.00,84.00
2024,3,DL,Delta Air Lines Network,OGG,"Kahului, HI: Kahului Airport",93.00,12.00,5.67,0.00,2.70,0.00,3.63,1.00,1.00,1046.00,721.00,0.00,75.00,0.00,250.00
2024,3,DL,Delta Air Lines Network,OKC,"Oklahoma City, OK: Will Rogers World",150.00,23.00,15.88,0.00,2.85,0.00,4.27,0.00,0.00,961.00,679.00,0.00,125.00,0.00,157.00
2024,3,DL,Delta Air Lines Network,OMA,"Omaha, NE: Eppley Airfield",159.00,23.00,17.37,0.00,3.02,0.00,2.62,0.00,0.00,2051.00,1843.00,0.00,98.00,0.00,110.00
2024,3,DL,Delta Air Lines Network,ONT,"Ontario, CA: Ontario International",186.00,27.00,11.63,1.04,6.50,0.00,7.83,0.00,0.00,1498.00,736.00,123.00,226.00,0.00,413.00
2024,3,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",730.00,123.00,68.26,2.02,26.33,0.00,26.39,1.00,1.00,7737.00,4538.00,268.00,1225.00,0.00,1706.00
2024,3,DL,Delta Air Lines Network,ORF,"Norfolk, VA: Norfolk International",181.00,42.00,27.98,0.21,5.65,0.00,8.15,0.00,0.00,1750.00,1238.00,6.00,171.00,0.00,335.00
2024,3,DL,Delta Air Lines Network,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",679.00,159.00,46.61,3.10,79.30,0.00,29.99,0.00,2.00,9835.00,2874.00,232.00,4881.00,0.00,1848.00
2024,3,DL,Delta Air Lines Network,PDX,"Portland, OR: Portland International",526.00,65.00,29.97,1.00,18.25,0.00,15.79,1.00,0.00,3660.00,2132.00,44.00,602.00,0.00,882.00
2024,3,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",453.00,76.00,34.72,4.00,22.59,0.00,14.69,1.00,0.00,3507.00,1942.00,230.00,617.00,0.00,718.00
2024,3,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",962.00,150.00,70.17,2.22,45.26,0.00,32.34,2.00,4.00,9582.00,6329.00,292.00,1441.00,0.00,1520.00
2024,3,DL,Delta Air Lines Network,PIT,"Pittsburgh, PA: Pittsburgh International",202.00,22.00,12.20,0.44,3.56,0.00,5.80,0.00,0.00,828.00,503.00,7.00,108.00,0.00,210.00
2024,3,DL,Delta Air Lines Network,PNS,"Pensacola, FL: Pensacola International",204.00,33.00,14.28,3.45,12.06,0.00,3.21,0.00,0.00,2695.00,571.00,1622.00,373.00,0.00,129.00
2024,3,DL,Delta Air Lines Network,PSP,"Palm Springs, CA: Palm Springs International",143.00,21.00,6.00,1.15,12.85,0.00,1.00,0.00,2.00,1197.00,502.00,206.00,470.00,0.00,19.00
2024,3,DL,Delta Air Lines Network,PVD,"Providence, RI: Rhode Island Tf Green International",88.00,17.00,10.54,0.00,0.46,0.00,6.00,0.00,0.00,1004.00,773.00,0.00,9.00,0.00,222.00
2024,3,DL,Delta Air Lines Network,PWM,"Portland, ME: Portland International Jetport",54.00,4.00,1.32,0.93,1.75,0.00,0.00,0.00,0.00,1095.00,54.00,100.00,941.00,0.00,0.00
2024,3,DL,Delta Air Lines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",907.00,210.00,83.43,2.74,47.81,0.00,76.02,0.00,0.00,16858.00,7228.00,622.00,2995.00,0.00,6013.00
2024,3,DL,Delta Air Lines Network,RIC,"Richmond, VA: Richmond International",230.00,47.00,25.34,1.65,8.64,0.00,11.38,0.00,0.00,2328.00,1464.00,50.00,272.00,0.00,542.00
2024,3,DL,Delta Air Lines Network,RNO,"Reno, NV: Reno/Tahoe International",62.00,8.00,4.04,0.00,3.38,0.00,0.58,0.00,1.00,430.00,292.00,0.00,107.00,0.00,31.00
2024,3,DL,Delta Air Lines Network,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",31.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,63.00,63.00,0.00,0.00,0.00,0.00
2024,3,DL,Delta Air Lines Network,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",96.00,16.00,9.92,0.00,0.58,0.00,5.50,0.00,0.00,578.00,336.00,0.00,28.00,0.00,214.00
2024,3,DL,Delta Air Lines Network,RSW,"Fort Myers, FL: Southwest Florida International",765.00,181.00,71.41,3.40,71.93,0.00,34.26,0.00,2.00,13321.00,5717.00,233.00,5130.00,0.00,2241.00
2024,3,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",764.00,110.00,44.18,1.39,42.80,0.00,21.64,0.00,5.00,5823.00,2691.00,243.00,1686.00,0.00,1203.00
2024,3,DL,Delta Air Lines Network,SAT,"San Antonio, TX: San Antonio International",468.00,80.00,32.20,1.72,30.44,0.00,15.64,0.00,3.00,3579.00,1635.00,57.00,1022.00,0.00,865.00
2024,3,DL,Delta Air Lines Network,SAV,"Savannah, GA: Savannah/Hilton Head International",242.00,39.00,16.05,3.00,9.01,0.00,10.94,0.00,0.00,1672.00,886.00,79.00,275.00,0.00,432.00
2024,3,DL,Delta Air Lines Network,SDF,"Louisville, KY: Louisville Muhammad Ali International",200.00,26.00,15.19,0.00,7.24,0.00,3.57,0.00,0.00,999.00,549.00,0.00,305.00,0.00,145.00
2024,3,PT,Piedmont Airlines,MHT,"Manchester, NH: Manchester Boston Regional",66.00,3.00,1.38,0.00,1.63,0.00,0.00,0.00,0.00,78.00,35.00,0.00,43.00,0.00,0.00
2024,3,PT,Piedmont Airlines,MOB,"Mobile, AL: Mobile Regional",93.00,12.00,3.14,1.86,6.02,0.00,0.98,0.00,1.00,1068.00,108.00,690.00,211.00,0.00,59.00
2024,3,PT,Piedmont Airlines,MSN,"Madison, WI: Dane County Regional-Truax Field",27.00,3.00,0.00,0.43,2.12,0.00,0.45,0.00,0.00,105.00,0.00,23.00,73.00,0.00,9.00
2024,3,PT,Piedmont Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,3,PT,Piedmont Airlines,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",93.00,5.00,1.97,0.00,2.03,0.00,1.00,0.00,1.00,189.00,63.00,0.00,79.00,0.00,47.00
2024,3,PT,Piedmont Airlines,ORD,"Chicago, IL: Chicago O'Hare International",302.00,36.00,7.55,2.83,6.60,0.00,19.02,1.00,7.00,3744.00,501.00,423.00,282.00,0.00,2538.00
2024,3,PT,Piedmont Airlines,PGV,"Greenville, NC: Pitt Greenville",80.00,10.00,3.75,0.00,2.44,0.00,3.80,0.00,0.00,751.00,381.00,0.00,82.00,0.00,288.00
2024,3,PT,Piedmont Airlines,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",93.00,9.00,2.85,0.46,5.41,0.00,0.28,0.00,0.00,405.00,214.00,21.00,144.00,0.00,26.00
2024,3,PT,Piedmont Airlines,PHL,"Philadelphia, PA: Philadelphia International",1175.00,97.00,20.42,5.40,32.84,0.06,38.29,3.00,1.00,6029.00,1093.00,1639.00,999.00,7.00,2291.00
2024,3,PT,Piedmont Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",27.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00,69.00,0.00,0.00,0.00,0.00
2024,3,PT,Piedmont Airlines,PVD,"Providence, RI: Rhode Island Tf Green International",35.00,3.00,0.00,0.00,2.21,0.00,0.79,0.00,0.00,69.00,0.00,0.00,50.00,0.00,19.00
2024,3,PT,Piedmont Airlines,PWM,"Portland, ME: Portland International Jetport",58.00,2.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,146.00,86.00,60.00,0.00,0.00,0.00
2024,3,PT,Piedmont Airlines,RIC,"Richmond, VA: Richmond International",151.00,21.00,6.95,0.00,4.16,0.00,9.88,0.00,0.00,1273.00,454.00,0.00,157.00,0.00,662.00
2024,3,PT,Piedmont Airlines,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",240.00,36.00,7.03,1.03,22.28,0.04,5.62,0.00,2.00,1388.00,314.00,27.00,685.00,1.00,361.00
2024,3,PT,Piedmont Airlines,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",110.00,4.00,1.13,0.00,1.00,0.00,1.87,0.00,0.00,157.00,106.00,0.00,15.00,0.00,36.00
2024,3,PT,Piedmont Airlines,SAV,"Savannah, GA: Savannah/Hilton Head International",93.00,10.00,2.72,1.80,3.74,0.00,1.74,0.00,0.00,465.00,92.00,50.00,131.00,0.00,192.00
2024,3,PT,Piedmont Airlines,SBY,"Salisbury, MD: Salisbury-Ocean City/Wicomico Regional",120.00,14.00,6.05,0.00,7.95,0.00,0.00,0.00,3.00,386.00,168.00,0.00,218.00,0.00,0.00
2024,3,PT,Piedmont Airlines,SCE,"State College, PA: University Park",62.00,6.00,1.85,0.89,1.14,0.00,2.12,0.00,0.00,296.00,123.00,65.00,32.00,0.00,76.00
2024,3,PT,Piedmont Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",23.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,76.00,0.00,0.00,0.00,0.00
2024,3,PT,Piedmont Airlines,SYR,"Syracuse, NY: Syracuse Hancock International",87.00,3.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,213.00,0.00,0.00,39.00,0.00,174.00
